,Time,Type,Zone1,Zone2,Zone3,Zone4
0,498,Tuna,-9.0,12.0,-14.0,11.0
1,498,Salmon,45.0,22.0,-98.0,31.0
2,498,Clown,24.0,21.0,102.0,-147.0
0,499,Tuna,-9.0,12.0,-14.0,11.0
1,499,Salmon,45.0,23.0,-100.0,32.0
2,499,Clown,24.0,21.0,102.0,-147.0
0,500,Tuna,-9.0,12.0,-13.0,10.0
1,500,Salmon,46.0,22.0,-103.0,35.0
2,500,Clown,27.0,18.0,102.0,-147.0
0,501,Tuna,-9.0,12.0,-13.0,10.0
1,501,Salmon,45.0,22.0,-103.0,36.0
2,501,Clown,27.0,18.0,102.0,-147.0
0,502,Tuna,-9.0,12.0,-14.0,11.0
1,502,Salmon,45.0,22.0,-102.0,35.0
2,502,Clown,27.0,18.0,102.0,-147.0
0,503,Tuna,-9.0,12.0,-13.0,10.0
1,503,Salmon,45.0,22.0,-101.0,34.0
2,503,Clown,27.0,15.0,105.0,-147.0
0,504,Tuna,-9.0,13.0,-14.0,10.0
1,504,Salmon,45.0,22.0,-104.0,37.0
2,504,Clown,27.0,12.0,108.0,-147.0
0,505,Tuna,-9.0,13.0,-14.0,10.0
1,505,Salmon,45.0,22.0,-104.0,37.0
2,505,Clown,30.0,9.0,108.0,-147.0
0,506,Tuna,-9.0,13.0,-14.0,10.0
1,506,Salmon,45.0,22.0,-104.0,37.0
2,506,Clown,33.0,6.0,108.0,-147.0
0,507,Tuna,-9.0,13.0,-14.0,10.0
1,507,Salmon,45.0,22.0,-102.0,35.0
2,507,Clown,30.0,6.0,108.0,-144.0
0,508,Tuna,-9.0,13.0,-14.0,10.0
1,508,Salmon,46.0,21.0,-100.0,33.0
2,508,Clown,30.0,6.0,108.0,-144.0
0,509,Tuna,-9.0,13.0,-15.0,11.0
1,509,Salmon,46.0,21.0,-102.0,35.0
2,509,Clown,30.0,3.0,111.0,-144.0
0,510,Tuna,-9.0,13.0,-15.0,11.0
1,510,Salmon,46.0,21.0,-102.0,35.0
2,510,Clown,30.0,3.0,111.0,-144.0
0,511,Tuna,-9.0,13.0,-15.0,11.0
1,511,Salmon,47.0,21.0,-104.0,36.0
2,511,Clown,30.0,3.0,111.0,-144.0
0,512,Tuna,-9.0,13.0,-16.0,12.0
1,512,Salmon,48.0,21.0,-104.0,35.0
2,512,Clown,30.0,3.0,111.0,-144.0
0,513,Tuna,-9.0,14.0,-16.0,11.0
1,513,Salmon,49.0,21.0,-105.0,35.0
2,513,Clown,30.0,3.0,114.0,-147.0
0,514,Tuna,-8.0,14.0,-16.0,10.0
1,514,Salmon,49.0,21.0,-104.0,34.0
2,514,Clown,30.0,3.0,117.0,-150.0
0,515,Tuna,-8.0,14.0,-16.0,10.0
1,515,Salmon,51.0,20.0,-106.0,35.0
2,515,Clown,30.0,3.0,117.0,-150.0
0,516,Tuna,-8.0,14.0,-16.0,10.0
1,516,Salmon,52.0,21.0,-106.0,33.0
2,516,Clown,30.0,3.0,117.0,-150.0
0,517,Tuna,-8.0,15.0,-16.0,9.0
1,517,Salmon,52.0,21.0,-106.0,33.0
2,517,Clown,30.0,3.0,117.0,-150.0
0,518,Tuna,-8.0,15.0,-16.0,9.0
1,518,Salmon,54.0,20.0,-106.0,32.0
2,518,Clown,30.0,3.0,117.0,-150.0
0,519,Tuna,-8.0,15.0,-16.0,9.0
1,519,Salmon,55.0,20.0,-105.0,30.0
2,519,Clown,30.0,3.0,117.0,-150.0
0,520,Tuna,-8.0,15.0,-17.0,10.0
1,520,Salmon,55.0,21.0,-105.0,29.0
2,520,Clown,30.0,3.0,117.0,-150.0
0,521,Tuna,-8.0,15.0,-16.0,9.0
1,521,Salmon,56.0,21.0,-106.0,29.0
2,521,Clown,30.0,3.0,117.0,-150.0
0,522,Tuna,-8.0,15.0,-16.0,9.0
1,522,Salmon,58.0,20.0,-106.0,28.0
2,522,Clown,30.0,3.0,117.0,-150.0
0,523,Tuna,-8.0,15.0,-15.0,8.0
1,523,Salmon,57.0,21.0,-107.0,29.0
2,523,Clown,30.0,3.0,117.0,-150.0
0,524,Tuna,-8.0,15.0,-16.0,9.0
1,524,Salmon,56.0,21.0,-106.0,29.0
2,524,Clown,27.0,3.0,117.0,-147.0
0,525,Tuna,-7.0,14.0,-17.0,10.0
1,525,Salmon,56.0,21.0,-108.0,31.0
2,525,Clown,27.0,3.0,117.0,-147.0
0,526,Tuna,-8.0,14.0,-17.0,11.0
1,526,Salmon,58.0,20.0,-109.0,31.0
2,526,Clown,27.0,3.0,117.0,-147.0
0,527,Tuna,-7.0,14.0,-18.0,11.0
1,527,Salmon,58.0,20.0,-108.0,30.0
2,527,Clown,27.0,3.0,117.0,-147.0
0,528,Tuna,-7.0,14.0,-18.0,11.0
1,528,Salmon,57.0,21.0,-109.0,31.0
2,528,Clown,27.0,0.0,120.0,-147.0
0,529,Tuna,-7.0,14.0,-19.0,12.0
1,529,Salmon,56.0,20.0,-106.0,30.0
2,529,Clown,30.0,-3.0,120.0,-147.0
0,530,Tuna,-6.0,13.0,-18.0,11.0
1,530,Salmon,53.0,20.0,-106.0,33.0
2,530,Clown,33.0,-6.0,120.0,-147.0
0,531,Tuna,-6.0,13.0,-19.0,12.0
1,531,Salmon,54.0,20.0,-106.0,32.0
2,531,Clown,33.0,-9.0,123.0,-147.0
0,532,Tuna,-6.0,13.0,-18.0,11.0
1,532,Salmon,55.0,20.0,-107.0,32.0
2,532,Clown,33.0,-12.0,126.0,-147.0
0,533,Tuna,-6.0,13.0,-17.0,10.0
1,533,Salmon,55.0,20.0,-107.0,32.0
2,533,Clown,36.0,-15.0,126.0,-147.0
0,534,Tuna,-6.0,13.0,-17.0,10.0
1,534,Salmon,55.0,20.0,-106.0,31.0
2,534,Clown,36.0,-15.0,126.0,-147.0
0,535,Tuna,-6.0,13.0,-17.0,10.0
1,535,Salmon,56.0,20.0,-105.0,29.0
2,535,Clown,36.0,-15.0,126.0,-147.0
0,536,Tuna,-6.0,13.0,-17.0,10.0
1,536,Salmon,57.0,20.0,-105.0,28.0
2,536,Clown,36.0,-18.0,129.0,-147.0
0,537,Tuna,-6.0,13.0,-17.0,10.0
1,537,Salmon,60.0,20.0,-104.0,24.0
2,537,Clown,36.0,-18.0,129.0,-147.0
0,538,Tuna,-6.0,13.0,-17.0,10.0
1,538,Salmon,60.0,20.0,-103.0,23.0
2,538,Clown,36.0,-18.0,129.0,-147.0
0,539,Tuna,-6.0,13.0,-17.0,10.0
1,539,Salmon,60.0,20.0,-104.0,24.0
2,539,Clown,36.0,-18.0,129.0,-147.0
0,540,Tuna,-6.0,13.0,-17.0,10.0
1,540,Salmon,60.0,20.0,-105.0,25.0
2,540,Clown,36.0,-18.0,132.0,-150.0
0,541,Tuna,-6.0,13.0,-18.0,11.0
1,541,Salmon,61.0,20.0,-105.0,24.0
2,541,Clown,36.0,-18.0,132.0,-150.0
0,542,Tuna,-6.0,13.0,-18.0,11.0
1,542,Salmon,62.0,20.0,-105.0,23.0
2,542,Clown,30.0,-15.0,132.0,-147.0
0,543,Tuna,-6.0,13.0,-18.0,11.0
1,543,Salmon,62.0,20.0,-104.0,22.0
2,543,Clown,27.0,-15.0,129.0,-141.0
0,544,Tuna,-5.0,12.0,-18.0,11.0
1,544,Salmon,62.0,20.0,-103.0,21.0
2,544,Clown,27.0,-15.0,129.0,-141.0
0,545,Tuna,-5.0,12.0,-17.0,10.0
1,545,Salmon,62.0,20.0,-104.0,22.0
2,545,Clown,27.0,-15.0,129.0,-141.0
0,546,Tuna,-6.0,12.0,-17.0,11.0
1,546,Salmon,62.0,20.0,-103.0,21.0
2,546,Clown,30.0,-18.0,126.0,-138.0
0,547,Tuna,-6.0,12.0,-17.0,11.0
1,547,Salmon,61.0,20.0,-105.0,24.0
2,547,Clown,36.0,-21.0,126.0,-141.0
0,548,Tuna,-6.0,12.0,-18.0,12.0
1,548,Salmon,59.0,20.0,-105.0,26.0
2,548,Clown,36.0,-21.0,126.0,-141.0
0,549,Tuna,-6.0,12.0,-19.0,13.0
1,549,Salmon,58.0,20.0,-105.0,27.0
2,549,Clown,36.0,-21.0,126.0,-141.0
0,550,Tuna,-6.0,12.0,-19.0,13.0
1,550,Salmon,59.0,20.0,-104.0,25.0
2,550,Clown,33.0,-21.0,126.0,-138.0
0,551,Tuna,-6.0,12.0,-19.0,13.0
1,551,Salmon,58.0,20.0,-105.0,27.0
2,551,Clown,33.0,-21.0,126.0,-138.0
0,552,Tuna,-6.0,12.0,-20.0,14.0
1,552,Salmon,59.0,20.0,-105.0,26.0
2,552,Clown,33.0,-21.0,126.0,-138.0
0,553,Tuna,-6.0,12.0,-20.0,14.0
1,553,Salmon,59.0,20.0,-104.0,25.0
2,553,Clown,33.0,-21.0,126.0,-138.0
0,554,Tuna,-6.0,12.0,-19.0,13.0
1,554,Salmon,59.0,20.0,-103.0,24.0
2,554,Clown,33.0,-21.0,126.0,-138.0
0,555,Tuna,-6.0,12.0,-19.0,13.0
1,555,Salmon,59.0,20.0,-105.0,26.0
2,555,Clown,36.0,-24.0,126.0,-138.0
0,556,Tuna,-6.0,12.0,-20.0,14.0
1,556,Salmon,60.0,20.0,-103.0,23.0
2,556,Clown,39.0,-24.0,126.0,-141.0
0,557,Tuna,-6.0,12.0,-21.0,15.0
1,557,Salmon,59.0,20.0,-102.0,23.0
2,557,Clown,39.0,-24.0,126.0,-141.0
0,558,Tuna,-6.0,12.0,-20.0,14.0
1,558,Salmon,59.0,20.0,-102.0,23.0
2,558,Clown,39.0,-24.0,126.0,-141.0
0,559,Tuna,-6.0,12.0,-20.0,14.0
1,559,Salmon,59.0,20.0,-101.0,22.0
2,559,Clown,39.0,-24.0,123.0,-138.0
0,560,Tuna,-6.0,12.0,-19.0,13.0
1,560,Salmon,59.0,20.0,-100.0,21.0
2,560,Clown,39.0,-24.0,123.0,-138.0
0,561,Tuna,-6.0,12.0,-18.0,12.0
1,561,Salmon,60.0,19.0,-99.0,20.0
2,561,Clown,39.0,-24.0,123.0,-138.0
0,562,Tuna,-6.0,12.0,-18.0,12.0
1,562,Salmon,61.0,19.0,-99.0,19.0
2,562,Clown,39.0,-24.0,123.0,-138.0
0,563,Tuna,-6.0,12.0,-18.0,12.0
1,563,Salmon,62.0,19.0,-97.0,16.0
2,563,Clown,39.0,-24.0,123.0,-138.0
0,564,Tuna,-6.0,12.0,-19.0,13.0
1,564,Salmon,62.0,19.0,-95.0,14.0
2,564,Clown,42.0,-27.0,123.0,-138.0
0,565,Tuna,-6.0,11.0,-18.0,13.0
1,565,Salmon,62.0,19.0,-94.0,13.0
2,565,Clown,42.0,-27.0,123.0,-138.0
0,566,Tuna,-5.0,10.0,-18.0,13.0
1,566,Salmon,63.0,19.0,-96.0,14.0
2,566,Clown,42.0,-27.0,123.0,-138.0
0,567,Tuna,-5.0,10.0,-18.0,13.0
1,567,Salmon,63.0,19.0,-93.0,11.0
2,567,Clown,42.0,-27.0,123.0,-138.0
0,568,Tuna,-4.0,10.0,-19.0,13.0
1,568,Salmon,63.0,19.0,-92.0,10.0
2,568,Clown,42.0,-27.0,123.0,-138.0
0,569,Tuna,-4.0,10.0,-19.0,13.0
1,569,Salmon,63.0,19.0,-90.0,8.0
2,569,Clown,42.0,-27.0,120.0,-135.0
0,570,Tuna,-4.0,10.0,-19.0,13.0
1,570,Salmon,64.0,19.0,-90.0,7.0
2,570,Clown,45.0,-27.0,120.0,-138.0
0,571,Tuna,-4.0,10.0,-20.0,14.0
1,571,Salmon,64.0,19.0,-89.0,6.0
2,571,Clown,45.0,-27.0,120.0,-138.0
0,572,Tuna,-4.0,10.0,-20.0,14.0
1,572,Salmon,64.0,19.0,-90.0,7.0
2,572,Clown,45.0,-27.0,120.0,-138.0
0,573,Tuna,-4.0,10.0,-20.0,14.0
1,573,Salmon,64.0,19.0,-91.0,8.0
2,573,Clown,48.0,-27.0,120.0,-141.0
0,574,Tuna,-4.0,10.0,-20.0,14.0
1,574,Salmon,64.0,19.0,-91.0,8.0
2,574,Clown,48.0,-27.0,120.0,-141.0
0,575,Tuna,-4.0,10.0,-20.0,14.0
1,575,Salmon,62.0,19.0,-91.0,10.0
2,575,Clown,45.0,-24.0,120.0,-141.0
0,576,Tuna,-4.0,10.0,-21.0,15.0
1,576,Salmon,62.0,19.0,-89.0,8.0
2,576,Clown,45.0,-24.0,120.0,-141.0
0,577,Tuna,-4.0,10.0,-21.0,15.0
1,577,Salmon,62.0,19.0,-90.0,9.0
2,577,Clown,45.0,-24.0,120.0,-141.0
0,578,Tuna,-4.0,10.0,-21.0,15.0
1,578,Salmon,64.0,19.0,-91.0,8.0
2,578,Clown,45.0,-24.0,120.0,-141.0
0,579,Tuna,-4.0,10.0,-21.0,15.0
1,579,Salmon,63.0,19.0,-91.0,9.0
2,579,Clown,45.0,-24.0,120.0,-141.0
0,580,Tuna,-4.0,10.0,-20.0,14.0
1,580,Salmon,64.0,19.0,-92.0,9.0
2,580,Clown,45.0,-24.0,120.0,-141.0
0,581,Tuna,-4.0,10.0,-20.0,14.0
1,581,Salmon,66.0,18.0,-92.0,8.0
2,581,Clown,45.0,-24.0,120.0,-141.0
0,582,Tuna,-4.0,10.0,-20.0,14.0
1,582,Salmon,66.0,18.0,-93.0,9.0
2,582,Clown,45.0,-24.0,120.0,-141.0
0,583,Tuna,-4.0,10.0,-19.0,13.0
1,583,Salmon,65.0,18.0,-92.0,9.0
2,583,Clown,45.0,-24.0,120.0,-141.0
0,584,Tuna,-4.0,10.0,-19.0,13.0
1,584,Salmon,64.0,18.0,-92.0,10.0
2,584,Clown,45.0,-24.0,120.0,-141.0
0,585,Tuna,-3.0,10.0,-19.0,12.0
1,585,Salmon,64.0,18.0,-92.0,10.0
2,585,Clown,45.0,-24.0,120.0,-141.0
0,586,Tuna,-2.0,9.0,-19.0,12.0
1,586,Salmon,66.0,18.0,-90.0,6.0
2,586,Clown,48.0,-27.0,120.0,-141.0
0,587,Tuna,-3.0,9.0,-16.0,10.0
1,587,Salmon,67.0,18.0,-90.0,5.0
2,587,Clown,48.0,-27.0,120.0,-141.0
0,588,Tuna,-3.0,9.0,-16.0,10.0
1,588,Salmon,67.0,18.0,-91.0,6.0
2,588,Clown,45.0,-27.0,120.0,-138.0
0,589,Tuna,-3.0,9.0,-16.0,10.0
1,589,Salmon,66.0,18.0,-92.0,8.0
2,589,Clown,42.0,-21.0,114.0,-135.0
0,590,Tuna,-3.0,9.0,-16.0,10.0
1,590,Salmon,65.0,18.0,-91.0,8.0
2,590,Clown,42.0,-21.0,114.0,-135.0
0,591,Tuna,-3.0,9.0,-16.0,10.0
1,591,Salmon,64.0,19.0,-90.0,7.0
2,591,Clown,42.0,-21.0,114.0,-135.0
0,592,Tuna,-3.0,9.0,-16.0,10.0
1,592,Salmon,65.0,19.0,-90.0,6.0
2,592,Clown,45.0,-21.0,114.0,-138.0
0,593,Tuna,-3.0,9.0,-16.0,10.0
1,593,Salmon,64.0,20.0,-90.0,6.0
2,593,Clown,48.0,-21.0,114.0,-141.0
0,594,Tuna,-3.0,10.0,-17.0,10.0
1,594,Salmon,63.0,20.0,-89.0,6.0
2,594,Clown,48.0,-21.0,114.0,-141.0
0,595,Tuna,-4.0,10.0,-17.0,11.0
1,595,Salmon,62.0,20.0,-88.0,6.0
2,595,Clown,45.0,-18.0,114.0,-141.0
0,596,Tuna,-4.0,10.0,-17.0,11.0
1,596,Salmon,61.0,20.0,-88.0,7.0
2,596,Clown,45.0,-18.0,114.0,-141.0
0,597,Tuna,-4.0,10.0,-17.0,11.0
1,597,Salmon,59.0,21.0,-88.0,8.0
2,597,Clown,54.0,-21.0,114.0,-147.0
0,598,Tuna,-4.0,10.0,-17.0,11.0
1,598,Salmon,59.0,21.0,-88.0,8.0
2,598,Clown,54.0,-21.0,114.0,-147.0
0,599,Tuna,-4.0,10.0,-17.0,11.0
1,599,Salmon,59.0,22.0,-89.0,8.0
2,599,Clown,54.0,-21.0,114.0,-147.0
0,600,Tuna,-4.0,10.0,-17.0,11.0
1,600,Salmon,58.0,22.0,-89.0,9.0
2,600,Clown,54.0,-21.0,114.0,-147.0
0,601,Tuna,-4.0,10.0,-18.0,12.0
1,601,Salmon,58.0,21.0,-89.0,10.0
2,601,Clown,54.0,-21.0,114.0,-147.0
0,602,Tuna,-4.0,10.0,-18.0,12.0
1,602,Salmon,57.0,22.0,-89.0,10.0
2,602,Clown,54.0,-21.0,114.0,-147.0
0,603,Tuna,-4.0,10.0,-18.0,12.0
1,603,Salmon,55.0,22.0,-89.0,12.0
2,603,Clown,57.0,-24.0,114.0,-147.0
0,604,Tuna,-4.0,10.0,-18.0,12.0
1,604,Salmon,56.0,22.0,-90.0,12.0
2,604,Clown,57.0,-24.0,114.0,-147.0
0,605,Tuna,-4.0,10.0,-17.0,11.0
1,605,Salmon,56.0,22.0,-88.0,10.0
2,605,Clown,60.0,-27.0,114.0,-147.0
0,606,Tuna,-4.0,10.0,-17.0,11.0
1,606,Salmon,56.0,23.0,-88.0,9.0
2,606,Clown,60.0,-27.0,114.0,-147.0
0,607,Tuna,-4.0,10.0,-16.0,10.0
1,607,Salmon,56.0,22.0,-87.0,9.0
2,607,Clown,63.0,-27.0,117.0,-153.0
0,608,Tuna,-4.0,10.0,-15.0,9.0
1,608,Salmon,56.0,22.0,-87.0,9.0
2,608,Clown,63.0,-30.0,120.0,-153.0
0,609,Tuna,-4.0,10.0,-14.0,8.0
1,609,Salmon,58.0,21.0,-87.0,8.0
2,609,Clown,63.0,-30.0,120.0,-153.0
0,610,Tuna,-4.0,9.0,-15.0,10.0
1,610,Salmon,56.0,22.0,-87.0,9.0
2,610,Clown,63.0,-30.0,123.0,-156.0
0,611,Tuna,-4.0,9.0,-14.0,9.0
1,611,Salmon,57.0,22.0,-87.0,8.0
2,611,Clown,69.0,-33.0,123.0,-159.0
0,612,Tuna,-4.0,9.0,-15.0,10.0
1,612,Salmon,55.0,23.0,-86.0,8.0
2,612,Clown,69.0,-30.0,120.0,-159.0
0,613,Tuna,-4.0,9.0,-16.0,11.0
1,613,Salmon,55.0,23.0,-87.0,9.0
2,613,Clown,69.0,-30.0,117.0,-156.0
0,614,Tuna,-4.0,9.0,-16.0,11.0
1,614,Salmon,56.0,23.0,-88.0,9.0
2,614,Clown,69.0,-30.0,117.0,-156.0
0,615,Tuna,-4.0,10.0,-16.0,10.0
1,615,Salmon,57.0,23.0,-88.0,8.0
2,615,Clown,69.0,-30.0,117.0,-156.0
0,616,Tuna,-4.0,10.0,-16.0,10.0
1,616,Salmon,58.0,23.0,-88.0,7.0
2,616,Clown,69.0,-30.0,120.0,-159.0
0,617,Tuna,-4.0,10.0,-16.0,10.0
1,617,Salmon,58.0,23.0,-88.0,7.0
2,617,Clown,69.0,-30.0,120.0,-159.0
0,618,Tuna,-4.0,10.0,-17.0,11.0
1,618,Salmon,60.0,23.0,-89.0,6.0
2,618,Clown,69.0,-30.0,120.0,-159.0
0,619,Tuna,-3.0,10.0,-17.0,10.0
1,619,Salmon,59.0,23.0,-89.0,7.0
2,619,Clown,69.0,-33.0,123.0,-159.0
0,620,Tuna,-3.0,10.0,-18.0,11.0
1,620,Salmon,61.0,22.0,-89.0,6.0
2,620,Clown,69.0,-33.0,123.0,-159.0
0,621,Tuna,-3.0,11.0,-18.0,10.0
1,621,Salmon,61.0,23.0,-90.0,6.0
2,621,Clown,69.0,-33.0,123.0,-159.0
0,622,Tuna,-3.0,10.0,-15.0,8.0
1,622,Salmon,62.0,23.0,-91.0,6.0
2,622,Clown,75.0,-33.0,123.0,-165.0
0,623,Tuna,-3.0,10.0,-16.0,9.0
1,623,Salmon,62.0,23.0,-92.0,7.0
2,623,Clown,75.0,-33.0,126.0,-168.0
0,624,Tuna,-3.0,10.0,-16.0,9.0
1,624,Salmon,62.0,23.0,-92.0,7.0
2,624,Clown,75.0,-33.0,126.0,-168.0
0,625,Tuna,-2.0,9.0,-16.0,9.0
1,625,Salmon,63.0,23.0,-92.0,6.0
2,625,Clown,78.0,-33.0,126.0,-171.0
0,626,Tuna,-2.0,9.0,-17.0,10.0
1,626,Salmon,64.0,22.0,-91.0,5.0
2,626,Clown,78.0,-33.0,126.0,-171.0
0,627,Tuna,-2.0,9.0,-17.0,10.0
1,627,Salmon,62.0,23.0,-91.0,6.0
2,627,Clown,78.0,-33.0,126.0,-171.0
0,628,Tuna,-3.0,10.0,-18.0,11.0
1,628,Salmon,62.0,21.0,-91.0,8.0
2,628,Clown,78.0,-33.0,126.0,-171.0
0,629,Tuna,-3.0,10.0,-19.0,12.0
1,629,Salmon,63.0,21.0,-91.0,7.0
2,629,Clown,78.0,-33.0,123.0,-168.0
0,630,Tuna,-3.0,10.0,-19.0,12.0
1,630,Salmon,63.0,23.0,-94.0,8.0
2,630,Clown,81.0,-33.0,123.0,-171.0
0,631,Tuna,-3.0,10.0,-19.0,12.0
1,631,Salmon,64.0,22.0,-93.0,7.0
2,631,Clown,81.0,-30.0,120.0,-171.0
0,632,Tuna,-3.0,9.0,-17.0,11.0
1,632,Salmon,63.0,23.0,-92.0,6.0
2,632,Clown,81.0,-30.0,120.0,-171.0
0,633,Tuna,-3.0,9.0,-19.0,13.0
1,633,Salmon,64.0,23.0,-92.0,5.0
2,633,Clown,81.0,-30.0,123.0,-174.0
0,634,Tuna,-4.0,10.0,-19.0,13.0
1,634,Salmon,65.0,23.0,-94.0,6.0
2,634,Clown,81.0,-30.0,123.0,-174.0
0,635,Tuna,-4.0,10.0,-19.0,13.0
1,635,Salmon,65.0,23.0,-94.0,6.0
2,635,Clown,81.0,-30.0,123.0,-174.0
0,636,Tuna,-5.0,10.0,-19.0,14.0
1,636,Salmon,66.0,23.0,-94.0,5.0
2,636,Clown,81.0,-30.0,123.0,-174.0
0,637,Tuna,-4.0,10.0,-19.0,13.0
1,637,Salmon,66.0,23.0,-95.0,6.0
2,637,Clown,84.0,-30.0,123.0,-177.0
0,638,Tuna,-4.0,9.0,-18.0,13.0
1,638,Salmon,67.0,23.0,-95.0,5.0
2,638,Clown,84.0,-30.0,126.0,-180.0
0,639,Tuna,-4.0,9.0,-18.0,13.0
1,639,Salmon,68.0,23.0,-95.0,4.0
2,639,Clown,84.0,-30.0,126.0,-180.0
0,640,Tuna,-4.0,9.0,-19.0,14.0
1,640,Salmon,70.0,22.0,-95.0,3.0
2,640,Clown,90.0,-30.0,129.0,-189.0
0,641,Tuna,-4.0,9.0,-20.0,15.0
1,641,Salmon,69.0,22.0,-95.0,4.0
2,641,Clown,90.0,-30.0,129.0,-189.0
0,642,Tuna,-4.0,9.0,-20.0,15.0
1,642,Salmon,71.0,21.0,-94.0,2.0
2,642,Clown,87.0,-30.0,129.0,-186.0
0,643,Tuna,-4.0,9.0,-20.0,15.0
1,643,Salmon,71.0,21.0,-94.0,2.0
2,643,Clown,87.0,-30.0,132.0,-189.0
0,644,Tuna,-4.0,9.0,-20.0,15.0
1,644,Salmon,70.0,22.0,-96.0,4.0
2,644,Clown,87.0,-30.0,132.0,-189.0
0,645,Tuna,-4.0,9.0,-19.0,14.0
1,645,Salmon,70.0,22.0,-95.0,3.0
2,645,Clown,90.0,-30.0,132.0,-192.0
0,646,Tuna,-4.0,9.0,-19.0,14.0
1,646,Salmon,71.0,23.0,-96.0,2.0
2,646,Clown,90.0,-30.0,132.0,-192.0
0,647,Tuna,-4.0,9.0,-20.0,15.0
1,647,Salmon,71.0,23.0,-94.0,0.0
2,647,Clown,90.0,-30.0,135.0,-195.0
0,648,Tuna,-4.0,9.0,-21.0,16.0
1,648,Salmon,70.0,23.0,-94.0,1.0
2,648,Clown,90.0,-30.0,138.0,-198.0
0,649,Tuna,-4.0,9.0,-23.0,18.0
1,649,Salmon,71.0,23.0,-94.0,0.0
2,649,Clown,93.0,-30.0,138.0,-201.0
0,650,Tuna,-4.0,9.0,-23.0,18.0
1,650,Salmon,71.0,23.0,-95.0,1.0
2,650,Clown,93.0,-30.0,138.0,-201.0
0,651,Tuna,-4.0,9.0,-24.0,19.0
1,651,Salmon,70.0,23.0,-94.0,1.0
2,651,Clown,90.0,-30.0,138.0,-198.0
0,652,Tuna,-4.0,9.0,-26.0,21.0
1,652,Salmon,68.0,24.0,-94.0,2.0
2,652,Clown,90.0,-30.0,138.0,-198.0
0,653,Tuna,-5.0,10.0,-26.0,21.0
1,653,Salmon,67.0,24.0,-94.0,3.0
2,653,Clown,90.0,-30.0,138.0,-198.0
0,654,Tuna,-5.0,10.0,-26.0,21.0
1,654,Salmon,68.0,24.0,-94.0,2.0
2,654,Clown,90.0,-30.0,141.0,-201.0
0,655,Tuna,-5.0,10.0,-27.0,22.0
1,655,Salmon,68.0,24.0,-94.0,2.0
2,655,Clown,90.0,-30.0,138.0,-198.0
0,656,Tuna,-5.0,10.0,-28.0,23.0
1,656,Salmon,68.0,24.0,-93.0,1.0
2,656,Clown,90.0,-30.0,138.0,-198.0
0,657,Tuna,-5.0,10.0,-28.0,23.0
1,657,Salmon,68.0,24.0,-94.0,2.0
2,657,Clown,90.0,-30.0,138.0,-198.0
0,658,Tuna,-5.0,10.0,-30.0,25.0
1,658,Salmon,68.0,24.0,-94.0,2.0
2,658,Clown,90.0,-30.0,141.0,-201.0
0,659,Tuna,-5.0,10.0,-30.0,25.0
1,659,Salmon,67.0,24.0,-94.0,3.0
2,659,Clown,90.0,-30.0,141.0,-201.0
0,660,Tuna,-5.0,10.0,-29.0,24.0
1,660,Salmon,67.0,24.0,-98.0,7.0
2,660,Clown,90.0,-30.0,141.0,-201.0
0,661,Tuna,-5.0,10.0,-29.0,24.0
1,661,Salmon,65.0,24.0,-100.0,11.0
2,661,Clown,90.0,-33.0,144.0,-201.0
0,662,Tuna,-5.0,10.0,-29.0,24.0
1,662,Salmon,65.0,24.0,-100.0,11.0
2,662,Clown,93.0,-33.0,144.0,-204.0
0,663,Tuna,-5.0,10.0,-30.0,25.0
1,663,Salmon,64.0,24.0,-101.0,13.0
2,663,Clown,93.0,-33.0,147.0,-207.0
0,664,Tuna,-5.0,9.0,-29.0,25.0
1,664,Salmon,64.0,24.0,-101.0,13.0
2,664,Clown,96.0,-33.0,147.0,-210.0
0,665,Tuna,-5.0,9.0,-30.0,26.0
1,665,Salmon,65.0,25.0,-102.0,12.0
2,665,Clown,99.0,-33.0,147.0,-213.0
0,666,Tuna,-6.0,9.0,-28.0,25.0
1,666,Salmon,66.0,25.0,-101.0,10.0
2,666,Clown,96.0,-30.0,147.0,-213.0
0,667,Tuna,-6.0,9.0,-28.0,25.0
1,667,Salmon,66.0,25.0,-101.0,10.0
2,667,Clown,96.0,-30.0,147.0,-213.0
0,668,Tuna,-7.0,9.0,-28.0,26.0
1,668,Salmon,67.0,25.0,-101.0,9.0
2,668,Clown,96.0,-30.0,147.0,-213.0
0,669,Tuna,-7.0,9.0,-28.0,26.0
1,669,Salmon,67.0,25.0,-101.0,9.0
2,669,Clown,96.0,-30.0,147.0,-213.0
0,670,Tuna,-7.0,9.0,-28.0,26.0
1,670,Salmon,69.0,26.0,-100.0,5.0
2,670,Clown,96.0,-30.0,150.0,-216.0
0,671,Tuna,-7.0,9.0,-29.0,27.0
1,671,Salmon,69.0,26.0,-100.0,5.0
2,671,Clown,96.0,-30.0,150.0,-216.0
0,672,Tuna,-7.0,9.0,-29.0,27.0
1,672,Salmon,69.0,26.0,-100.0,5.0
2,672,Clown,96.0,-30.0,150.0,-216.0
0,673,Tuna,-7.0,9.0,-28.0,26.0
1,673,Salmon,70.0,26.0,-101.0,5.0
2,673,Clown,96.0,-30.0,150.0,-216.0
0,674,Tuna,-7.0,9.0,-28.0,26.0
1,674,Salmon,71.0,26.0,-101.0,4.0
2,674,Clown,96.0,-30.0,150.0,-216.0
